,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
645,Pansy Ho,212,2014,1962,Sociedade de Turismo e Divers?es de Macau,relation,entertainment,new,51,female,Hong Kong,HKG,0.0,East Asia,inherited,6.4,Financial,True,Real Estate,father,True,True
646,Quek Leng Chan,212,2014,1963,Hong Leong Financial Group,founder,finance,new,70,male,Malaysia,MYS,0.0,East Asia,self-made finance,6.4,Financial,True,Money Management,not inherited,True,True
647,Sid Bass,213,1996,1919,Sid Richardson Gasoline Co,relation,raw materials,new,53,male,United States,USA,8100000000000.0,North America,inherited,1.9,Resource Related,True,Energy,father,True,True
648,Mary Alice Dorrance Malone,214,1996,1869,Campbell Soup,relation,soup,aquired,46,female,United States,USA,8100000000000.0,North America,inherited,1.9,Traded Sectors,True,Consumer,3rd generation,True,True
649,David Geffen,215,1996,1970,Asylum Records/Geffen Records/Dreamworks,founder,entertainment,new,53,male,United States,USA,8100000000000.0,North America,founder non-finance,1.9,Non-Traded Sectors,True,Media,not inherited,True,True
650,Dannine Avara,215,2014,1968,Enterprise Products,relation,raw materials,new,50,female,United States,USA,0.0,North America,inherited,6.3,Traded Sectors,True,Non-consumer industrial,father,True,True
651,"Herbert Kohler, Jr.",215,2014,1873,Kohler Company,relation,manufacturing,new,75,male,United States,USA,0.0,North America,inherited,6.3,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True
652,Ivan Glasenberg,215,2014,1974,Glencore Xstrata,CEO,raw materials,new,57,male,Australia,AUS,0.0,North America,privatized and resources,6.3,Resource Related,True,Mining and metals,not inherited,True,True
653,Milane Frantz,215,2014,1968,Enterprise Products,relation,raw materials,new,44,female,United States,USA,0.0,North America,inherited,6.3,Traded Sectors,True,Non-consumer industrial,father,True,True
654,Paolo & Gianfelice Mario Rocca,215,2014,1945,Techint,relation,raw materials,new,0,male,Italy,ITA,0.0,Europe,inherited,6.3,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True
655,Patrick Drahi,215,2014,1994,Altice,founder,communication,new,50,male,France,FRA,0.0,Europe,founder non-finance,6.3,Non-Traded Sectors,True,Media,not inherited,True,True
656,Randa Williams,215,2014,1968,Enterprise Products,relation,raw materials,new,52,female,United States,USA,0.0,North America,inherited,6.3,Traded Sectors,True,Non-consumer industrial,father,True,True
657,Scott Duncan,215,2014,1968,Enterprise Products,relation,raw materials,new,31,male,United States,USA,0.0,North America,inherited,6.3,Traded Sectors,True,Non-consumer industrial,father,True,True
658,William Wrigley,216,1996,1891,Wm Wrigley Jr. Company,relation,gum,new,32,male,United States,USA,8100000000000.0,North America,inherited,1.9,Traded Sectors,True,Consumer,4th generation,True,True
659,John Simplot,217,1996,1929,J.R. Simplot Company,founder,agricultural products,new,87,male,United States,USA,8100000000000.0,North America,founder non-finance,1.9,Traded Sectors,True,Consumer,not inherited,True,True
660,Kerry Packer,218,1996,1936,Consolidated Press Holdings Limited,relation,communication,aquired,58,male,Australia,AUS,401000000000.0,North America,inherited,1.8,Non-Traded Sectors,True,Media,3rd generation,True,True
661,Hasso Plattner,219,1996,1972,SAP AG,founder,software,new,52,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,True
662,Hugo Mann,220,1996,1938,Mann Mobilia,founder,furniture,new,82,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
663,Lee Hon Chiu,221,1996,1920,Hysan Development,relation,real estate,new,0,male,Hong Kong,HKG,160000000000.0,East Asia,inherited,1.8,Financial,True,Real Estate,father,True,True
664,Lorenzo Rossi di Montelera,222,1996,1863,Martini & Rossi,relation,beverages,new,0,male,Italy,ITA,1310000000000.0,Europe,inherited,1.8,Traded Sectors,True,Consumer,4th generation,True,True
665,Abdullah Al Rajhi,222,2001,1957,Al Rajhi bank,founder,finance,new,0,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,self-made finance,2.1,Financial,True,Money Management,not inherited,True,True
666,Achille Maramotti,222,2001,1951,MaxMara,founder,fashion,new,74,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,2.1,Traded Sectors,True,Consumer,not inherited,True,True
667,Adolf Merckle,222,2001,1881,Ratiopharm,relation,medicals,new,66,male,Germany,DEU,1950000000000.0,Europe,inherited,2.1,New Sectors,True,Technology-Medical,4th generation,True,True
668,Adrian Swire,222,2001,1816,Swire,relation,trading company,new,70,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,2.1,Financial,True,Diversified financial,4th generation,True,True
669,Charles Johnson,222,2001,1947,Franklin Resources,relation,finance,new,68,male,United States,USA,10600000000000.0,North America,inherited,2.1,Financial,True,Money Management,father,True,True
670,Edmund Wattis Littlefield,222,2001,1900,Utah Contstruction Company,relation,construction,new,0,male,United States,USA,10600000000000.0,North America,inherited,2.1,Resource Related,True,Mining and metals,3rd generation,True,True
671,Ernest Stempel,222,2001,1919,AIG,chairman,insurance,new,84,male,Bermuda,BMU,3680000000.0,0,executive,2.1,New Sectors,True,Technology-Medical,not inherited,True,True
672,John Dorrance,222,2001,1869,Campbell Soup,relation,soup,aquired,57,male,Ireland,IRL,109000000000.0,Europe,inherited,2.1,Traded Sectors,True,Consumer,3rd generation,True,True
673,Louis Gonda,222,2001,1973,ILFC,founder,aircraft leasing,new,52,male,United States,USA,10600000000000.0,North America,founder non-finance,2.1,Traded Sectors,True,Consumer,not inherited,True,True
674,Sammy Ofer,222,2001,1950,Zodiac Maritime Agencies,relation,service,new,0,male,Israel,ISR,130000000000.0,Middle East/North Africa,inherited,2.1,Traded Sectors,True,Consumer,father,True,True
675,Sergio Mantegazza,222,2001,1928,Globus,relation,travel company,new,73,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.1,0,True,Other,father,True,True
676,Steven Spielberg,222,2001,1994,DreamWorks,founder,entertainment,new,54,male,United States,USA,10600000000000.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,Media,not inherited,True,True
677,Edmond Safra,223,1996,1955,Banco Safra (now Saftra Group),founder,finance,new,0,male,Lebanon,LBN,13690217121.0,Middle East/North Africa,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
678,Teh Hong Piow,224,1996,1966,Public Bank,founder,finance,new,56,male,Malaysia,MYS,101000000000.0,East Asia,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
679,"Rupert Johnson, Jr.",224,2014,1947,Franklin Resources,relation,finance,new,72,male,United States,USA,0.0,North America,inherited,6.2,Financial,True,Money Management,father,True,True
680,S. Truett Cathy,224,2014,1946,Chick-fil-A,founder,service,new,92,male,United States,USA,0.0,North America,founder non-finance,6.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
681,Sumner Redstone,224,2014,1936,National Amusements,relation,communication,new,90,male,United States,USA,0.0,North America,inherited,6.2,Non-Traded Sectors,True,Media,father,True,True
682,Alberto Bailleres Gonzalez,225,1996,1960,Penoles,relation,raw materials,privatization,63,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.8,Resource Related,True,Mining and metals,father,True,True
683,Huang Shi-hui,226,1996,1903,Chinfon Group,relation,automobiles,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,1.8,Traded Sectors,True,Consumer,3rd generation,True,True
684,Moores family,227,1996,1932,Littlewoods,,retail,new,0,,United Kingdom,GBR,1310000000000.0,Europe,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
685,David Geffen,227,2014,1970,Asylum Records/Geffen Records/Dreamworks,founder,entertainment,new,71,male,United States,USA,0.0,North America,founder non-finance,6.1,Non-Traded Sectors,True,Media,not inherited,True,True
686,Iskander Makhmudov,227,2014,1999,Ural Mining and Metallurgical Company,founder,raw materials,new,50,male,Russia,RUS,0.0,Europe,privatized and resources,6.1,Resource Related,True,Mining and metals,not inherited,True,True
687,Lucio Tan,227,2014,1982,Asia Brewery,founder,beverages,new,79,male,Philippines,PHL,0.0,East Asia,privatized and resources,6.1,Financial,True,Diversified financial,not inherited,True,True
688,Pyotr Aven,227,2014,1989,Alfa Group,chairman of the board,finance,new,58,male,Russia,RUS,0.0,Europe,privatized and resources,6.1,Resource Related,True,Energy,not inherited,True,True
689,Richard LeFrak,227,2014,1883,LeFrack ,relation,real estate,new,68,male,United States,USA,0.0,North America,inherited,6.1,Financial,True,Real Estate,4th generation,True,True
690,Sandra Ortega Mera,227,2014,1975,Zara,relation,clothing,new,45,female,Spain,ESP,0.0,Europe,inherited,6.1,Traded Sectors,True,Consumer,father,True,True
691,"Thomas Frist, Jr.",227,2014,1968,Hostpital Corporation of America,founder/relation,medicals,new,75,male,United States,USA,0.0,North America,founder non-finance,6.1,New Sectors,True,Technology-Medical,not inherited,True,True
692,Bennett Dorrance,228,1996,1869,Campbell Soup,relation,soup,aquired,63,male,United States,USA,8100000000000.0,North America,inherited,1.8,Traded Sectors,True,Consumer,3rd generation,True,True
693,Stanley Hubbard,229,1996,1925,Hubbard Broadcasting Inc,owner,communication,new,62,male,United States,USA,8100000000000.0,North America,executive,1.8,Non-Traded Sectors,True,Media,not inherited,True,True
694,Eliodoro Matte,230,1996,1920,CMPC,relation,raw materials,new,50,male,Chile,CHL,75800000000.0,Latin America,inherited,1.7,Traded Sectors,True,Consumer,father,True,True
695,Goulandris family,231,1996,0,Fitzwilton,,service,,0,,Greece,GRC,147000000000.0,Europe,inherited,1.7,Financial,True,Money Management,not inherited,True,True
696,John Dorrance,232,1996,1869,Campbell Soup,relation,soup,aquired,52,male,Ireland,IRL,75700000000.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,3rd generation,True,True
697,Masakuni Osano,233,1996,1960,Kyo-Ya Company,president,real estate,new,0,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
698,Ingvar Kamprad,234,1996,1943,IKEA,founder,furniture,new,69,male,Sweden,SWE,288000000000.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
699,Antonio Champalimaud,234,2001,1923,Maceira Liz,relation,cement,new,82,male,Portugal,PRT,122000000000.0,Europe,inherited,2.0,Financial,True,Money Management,father,True,True
700,Ayhan Sahenk,234,2001,1951,Dogus Holding,founder,construction,new,0,male,Turkey,TUR,196000000000.0,Middle East/North Africa,self-made finance,2.0,Financial,True,Money Management,not inherited,True,True
701,Edward Gaylord,234,2001,1975,Gaylord Entertainment Company,founder,communication,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,Media,not inherited,True,True
702,Fayez Sarofim,234,2001,1958,Fayez Sarofim & Co,relation,finance,new,72,male,United States,USA,10600000000000.0,North America,self-made finance,2.0,Financial,True,Money Management,not inherited,True,True
703,Gary Winnick,234,2001,1997,Global Crossing limited,founder,fiber optic cables,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,2.0,Financial,True,Money Management,not inherited,True,True
704,Georg Thyssen-Bornemisza,234,2001,1926,TBG (Thyssen-Bornemisza Group) Holdings,relation,raw materials,new,0,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.0,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True
705,Hubert Burda,234,2001,1898,Hubert Burda Media,relation,communication,new,61,male,Germany,DEU,1950000000000.0,Europe,inherited,2.0,Non-Traded Sectors,True,Media,father,True,True
706,Hugo Mann,234,2001,1938,Mann Mobilia,founder,furniture,new,87,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
707,Jeffrey Bezos,234,2001,1994,Amazon,founder,software, new,37,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
708,John Menard,234,2001,1972,Menards,founder,hardware stores,new,61,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
709,John Morgridge,234,2001,1984,Cisco Systems,ceo,software,new,67,male,United States,USA,10600000000000.0,North America,executive,2.0,New Sectors,True,Technology-Computer,not inherited,True,True
710,Patrick McGovern,234,2001,1964,International Data Goup,founder,software,new,63,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,True
711,Peter Kellogg,234,2001,1931,"Spear, Leeds & Kellogg",relation,finance,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.0,Financial,True,Money Management,father,True,True
712,Richard Egan,234,2001,1979,EMC Corporation,founder,software,new,65,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,True
713,Richard Li,234,2001,1971,Cheung king,relation,real estate,new,34,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,2.0,Non-Traded Sectors,True,Media,father,True,True
714,Robert Naify,234,2001,1912,,relation,movie theatres,new,79,male,United States,USA,10600000000000.0,North America,inherited,2.0,0,True,0,father,True,True
715,Theodore Waitt,234,2001,1985,Gateway,founder,software,new,38,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,True
716,Chan Laiwa,234,2014,1988,Fuwah International Group,founder,real estate,new,73,female,China,CHN,0.0,East Asia,self-made finance,6.0,Financial,True,Real Estate,not inherited,True,True
717,Denis O'Brien,234,2014,1997,Estat Digiphone (O2),founder,communication,new,55,male,Ireland,IRL,0.0,Europe,privatized and resources,6.0,Non-Traded Sectors,True,Media,not inherited,True,True
718,Filaret Galchev,234,2014,1999,Rosuglesbyt,founder,raw materials,new,50,male,Russia,RUS,0.0,Europe,founder non-finance,6.0,Non-Traded Sectors,True,Constrution,not inherited,True,True
719,Ira Rennert,234,2014,1975,Renco,founder,finance,new,79,male,United States,USA,0.0,North America,self-made finance,6.0,Financial,True,Diversified financial,not inherited,True,True
720,James Irving,234,2014,1882,J.D. Irving,relation,raw materials,new,85,male,Canada,CAN,0.0,North America,inherited,6.0,Financial,True,Diversified financial,3rd generation,True,True
721,Patrizio Bertelli,234,2014,1913,Prada,relation,luxury goods,new,68,male,Italy,ITA,0.0,Europe,inherited,6.0,Traded Sectors,True,Consumer,father,True,True
722,Piya Bhirombhakdi,235,1996,1933,Boon Rawd Brewery,relation,beer,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,1.7,Traded Sectors,True,Consumer,3rd generation,True,True
723,Boonchai Bencharongkul,236,1996,1989,Total Access Communications,chairman,communication,new,0,male,Thailand,THA,182000000000.0,East Asia,executive,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
724,Gordon Getty,237,1996,1904,Getty ,relation,raw materials,new,45,male,United States,USA,8100000000000.0,North America,inherited,1.7,Resource Related,True,Energy,father,True,True
725,Theodore Waitt,238,1996,1985,Gateway,founder,software,new,33,male,United States,USA,8100000000000.0,North America,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
