,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
507,Micky Jagtiani,281,2014,1973,Landmark Group,founder,retail,new,62,male,India,IND,0.0,South Asia,founder non-finance,5.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
508,Richard Branson,281,2014,1972,Virgin Group,founder,communication,new,63,male,United Kingdom,GBR,0.0,Europe,founder non-finance,5.0,Non-Traded Sectors,True,Media,not inherited,True,True
509,Stein Erik Hagen,281,2014,1977,RIMI,founder,service,new,57,male,Norway,NOR,0.0,Europe,founder non-finance,5.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
510,Walter Kwok,281,2014,1963,Sun Hung Kai Properties,relation,real estate,new,63,male,Hong Kong,HKG,0.0,East Asia,inherited,5.0,Financial,True,Real Estate,father,True,True
511,Jorge Larrea,283,1996,1990,Grupo Mexico,owner,raw materials,privatized,0,male,Mexico,MEX,397000000000.0,Latin America,privatized and resources,1.4,Resource Related,True,Mining and metals,not inherited,True,True
512,Richard Branson,289,1996,1972,Virgin Group,founder,communication,new,45,male,United Kingdom,GBR,1310000000000.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
513,James Sorenson,290,1996,1977,Sorenson Companies,founder,real estate,new,74,male,United States,USA,8100000000000.0,North America,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
514,Kenneth Troutt,292,1996,1988,Excel Communications,founder,communication,new,48,male,United States,USA,8100000000000.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
515,Andre Kudelski,292,2001,1951,Kudelski Group,relation,software,new,0,male,Switzerland,CHE,279000000000.0,Europe,inherited,1.7,New Sectors,True,Technology-Computer,father,True,True
516,Clemmie Spangler Jr,292,2001,1991,Bank of North Carolina,relation,finance,new,68,male,United States,USA,10600000000000.0,North America,inherited,1.7,Financial,True,Money Management,father,True,True
517,Donald Trump,292,2001,1920,The Trump Organization,relation,real estate,new,55,male,United States,USA,10600000000000.0,North America,inherited,1.7,Financial,True,Real Estate,father,True,True
518,Eugene Melnyk,292,2001,1989,Biovail Corporation,founder,medicals,new,0,male,Canada,CAN,733000000000.0,North America,founder non-finance,1.7,0,True,Other,not inherited,True,True
519,Gregorio Perez Companc,292,2001,1968,Petrolera Perez Companc,relation,raw materials,new,66,male,Argentina,ARG,269000000000.0,Latin America,inherited,1.7,Traded Sectors,True,Consumer,father,True,True
520,John Arrillaga,292,2001,1960,,founder,real estate,new,63,male,United States,USA,10600000000000.0,North America,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
521,Kenneth Morrison,292,2001,1899,Morrisons,relation,service,new,69,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,1.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
522,Lawrence Flinn Jr,292,2001,1975,UVSG,investor ,communication,aquired,0,male,United States,USA,10600000000000.0,North America,executive,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
523,Richard Peery,292,2001,1960,,founder,real estate,new,60,male,United States,USA,10600000000000.0,North America,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
524,Rupert Johnson,292,2001,1947,Franklin Resources,relation,finance,new,60,male,United States,USA,10600000000000.0,North America,inherited,1.7,Financial,True,Money Management,father,True,True
525,Scott McNealy,292,2001,1982,Sun Microsystems,founder,software,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
526,David Rockefeller,295,1996,1870,Standard Oil,relation,raw materials,new,80,male,United States,USA,8100000000000.0,North America,inherited,1.4,Resource Related,True,Energy,3rd generation,True,True
527,Cyrus Poonawalla,295,2014,1966,Serum Institute of India,founder,software,new,72,male,India,IND,0.0,South Asia,founder non-finance,4.9,New Sectors,True,Technology-Medical,not inherited,True,True
528,Erivan Haub,295,2014,1867,Tenglemann Group,relation,retail,new,81,male,Germany,DEU,0.0,Europe,inherited,4.9,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
529,Robert Rowling,295,2014,1980,Tana Exploration Company,relation,raw materials,new,60,male,United States,USA,0.0,North America,self-made finance,4.9,Financial,True,Diversified financial,not inherited,True,True
530,Savitri Jindal,295,2014,1969,O.P. Jindal Group,relation,raw materials,new,63,female,India,IND,0.0,South Asia,inherited,4.9,Resource Related,True,Non-consumer industrial,spouse/widow,True,True
531,Hans-Werner Hector,300,1996,1972,SAP AG,founder,software,new,56,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
532,Reinhard Mohn,301,1996,1835,Bertelsmann,relation,entertainment,new,74,male,Germany,DEU,2500000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Media,4th generation,True,True
533,Baldwin and Nikolaus Knauf,302,1996,1953,Edmond de Rothschild Group,relation,finance,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Constrution,father,True,True
534,Ann Walton Kroenke,305,2014,1962,Walmart,relation,retail,new,65,female,United States,USA,0.0,North America,inherited,4.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
535,Daniel Ziff,305,2014,1927,Ziff Davis Inc,relation,entertainment,new,42,male,United States,USA,0.0,North America,inherited,4.8,Financial,True,Diversified financial,3rd generation,True,True
536,Dirk Ziff,305,2014,1928,Ziff Davis Inc,relation,entertainment,new,49,male,United States,USA,0.0,North America,inherited,4.8,Financial,True,Diversified financial,3rd generation,True,True
537,Juan Roig,305,2014,1977,Mercadona,relation,service,new,64,male,Spain,ESP,0.0,Europe,inherited,4.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
538,Karl Wlaschek,305,2014,1953,BILLA,founder,service,new,96,male,Austria,AUT,0.0,Europe,founder non-finance,4.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
539,Robert Ziff,305,2014,1928,Ziff Davis Inc,relation,entertainment,new,47,male,United States,USA,0.0,North America,inherited,4.8,Financial,True,Diversified financial,3rd generation,True,True
540,Zhang Zhidong,305,2014,1998,Tencent,founder,communication,new,42,male,China,CHN,0.0,East Asia,founder non-finance,4.8,New Sectors,True,Technology-Computer,not inherited,True,True
541,Mochtar Riady,306,1996,1948,Lippo Group,founder,finance,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
542,Den Fujita,308,1996,1971,McDonald's Japan,founder,service,franchise,70,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
543,Masafumi Miyamoto,310,1996,1983,Square,founder,entertainment,subsidiary,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
544,Soichiro Fukutake,311,1996,1955,Benesse Corporation,relation,entertainment,new,50,male,Japan,JPN,4710000000000.0,East Asia,inherited,1.3,0,True,Other,father,True,True
545,Edward Johnson,312,1996,1946,Fidelity Investments,relation,finance,new,65,male,United States,USA,8100000000000.0,North America,inherited,1.3,Financial,True,Money Management,father,True,True
546,Abilio dos Santos Diniz,312,2001,1948,Companhia Brasileira de Distribui?ao,relation,retail,new,64,male,Brazil,BRA,560000000000.0,Latin America,inherited,1.6,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
547,Andrew McKelvey,312,2001,1967,Monster Worldwide,founder,communication,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
548,Gil Shwed,312,2001,1993,Check Point,founder,software,new,33,male,Israel,ISR,130000000000.0,Middle East/North Africa,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
549,Jackson Stephens,312,2001,1946,Stephens Group,founder,communication,new,77,male,United States,USA,10600000000000.0,North America,self-made finance,1.6,Financial,True,Diversified financial,not inherited,True,True
550,Kwek Leng Beng,312,2001,1948,Hong Leong Group,relation,finance,new,60,male,Singapore,SGP,89285087395.0,East Asia,inherited,1.6,Financial,True,Diversified financial,father,True,True
551,Lee Kun-Hee,312,2001,1938,Samsung,relation,software,new,59,male,South Korea,KOR,533000000000.0,East Asia,inherited,1.6,New Sectors,True,Technology-Computer,father,True,True
552,Michael Birck,312,2001,1975,Tellabs,founder,communication,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.6,Non-Traded Sectors,True,Media,not inherited,True,True
553,Perry Bass,312,2001,1960,Bass Brothers Enterprises,relation,raw materials,new,86,male,United States,USA,10600000000000.0,North America,inherited,1.6,Resource Related,True,Energy,father,True,True
554,Robert Johnson,312,2001,1980,Black Entertainment Television,founder,communication,new,54,male,United States,USA,10600000000000.0,North America,founder non-finance,1.6,0,True,0,not inherited,True,True
555,Roberto Rocca,312,2001,1945,Techint,Chairman and Chief Executive Officer,raw materials,new,0,male,Argentina,ARG,269000000000.0,Latin America,self-made finance,1.6,Financial,True,Diversified financial,not inherited,True,True
556,Stanley Hubbard,312,2001,1925,Hubbard Broadcasting Inc,owner,communication,new,67,male,United States,USA,10600000000000.0,North America,executive,1.6,Non-Traded Sectors,True,Media,not inherited,True,True
557,Tetsuro Funai,312,2001,1961,Funai Electric,founder,software,new,74,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
558,Vladimir Bogdanov,312,2001,1993,Surgutneftegaz,president,raw materials,privatization,49,male,Russia,RUS,307000000000.0,Europe,privatized and resources,1.6,Resource Related,True,Energy,not inherited,True,True
559,Samuel LeFrak,315,1996,1905,LeFrack ,relation,real estate,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.3,Financial,True,Real Estate,3rd generation,True,True
560,Craig McCaw,317,1996,1987,McCaw Cellular,founder,communication,new,46,male,United States,USA,8100000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
561,Amos Hosetter Jr,319,1996,1964,Continental Cablevision,founder,communication,new,59,male,United States,USA,8100000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
562,Arnon Milchan,319,2014,1991,New Regency Films,founder,entertainment,new,69,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,4.7,Non-Traded Sectors,True,Media,not inherited,True,True
563,Frank Lowy,319,2014,1960,Westfield Group,founder,real estate,new,83,male,Australia,AUS,0.0,North America,self-made finance,4.7,Financial,True,Real Estate,not inherited,True,True
564,Horst Paulmann,319,2014,1976,Hipermercados Jumbo,founder,service,new,79,male,Chile,CHL,0.0,Latin America,founder non-finance,4.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
565,Shari Arison,319,2014,1972,Carnival Corporation,relation,finance,new,56,female,Israel,ISR,0.0,Middle East/North Africa,inherited,4.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
566,Abilio dos Santos Diniz,322,1996,1948,Companhia Brasileira de Distribui?ao,relation,retail,new,59,male,Brazil,BRA,854000000000.0,Latin America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
567,Luiz Alberto Garcia,323,1996,1929,Algar Group,relation,communication,new,0,male,Brazil,BRA,854000000000.0,Latin America,inherited,1.2,Non-Traded Sectors,True,Media,father,True,True
568,Conle famle,328,1996,0,Sirosa,,real estate,,0,,Germany,DEU,2500000000000.0,Europe,,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
569,David Sun,328,2014,1987,Kingston Technology,founder,software,new,62,male,United States,USA,0.0,North America,founder non-finance,4.5,New Sectors,True,Technology-Computer,not inherited,True,True
570,Jay Y. Lee,328,2014,1938,Samsung,relation,software,new,45,male,South Korea,KOR,0.0,East Asia,inherited,4.5,New Sectors,True,Technology-Computer,3rd generation,True,True
571,John A. Sobrato,328,2014,1979,Sobrato Organization,founder,real estate,new,74,male,United States,USA,0.0,North America,self-made finance,4.5,Financial,True,Real Estate,not inherited,True,True
572,John Tu,328,2014,1987,Kingston Technology,founder,software,new,73,male,United States,USA,0.0,North America,founder non-finance,4.5,New Sectors,True,Technology-Computer,not inherited,True,True
573,Kirk Kerkorian,328,2014,1924,MGM Grand,investor,real estate,aquired,96,male,United States,USA,0.0,North America,self-made finance,4.5,Financial,True,Real Estate,not inherited,True,True
574,Lynn Schusterman,328,2014,1971,Samson Investment Company,relation,raw materials,new,75,female,United States,USA,0.0,North America,inherited,4.5,Resource Related,True,Energy,spouse/widow,True,True
575,Majid Al Futtaim,328,2014,1995,Majid Al Futtaim,founder,retail,new,0,male,United Arab Emirates,ARE,0.0,Middle East/North Africa,self-made finance,4.5,Financial,True,Real Estate,not inherited,True,True
576,Trevor Rees-Jones,328,2014,1994,Chief Oil and Gas ,founder,raw materials,new,62,male,United States,USA,0.0,North America,privatized and resources,4.5,Resource Related,True,Energy,not inherited,True,True
577,Masakazu Shiiki,329,1996,1946,Sanyo Shinpan,founder,finance,new,0,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,1.2,Financial,True,Money Management,not inherited,True,True
578,Wee Cho Yaw,331,1996,1935,United Overseas Bank,relation,finance,new,67,male,Singapore,SGP,96400967339.0,East Asia,inherited,1.2,Financial,True,Money Management,father,True,True
579,Barbara Piasecka Johnson,335,1996,1886,Johnson & Johnson,relation,medicals,new,59,female,United States,USA,8100000000000.0,North America,inherited,1.2,New Sectors,True,Technology-Medical,spouse/widow,True,True
580,Carl Berg,336,2001,1965,Berg and Berg,owner,real estate,aquired,63,male,United States,USA,10600000000000.0,North America,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True
581,Frank Batten,336,2001,1982,The Weather Channel,founder,communication,new,74,male,United States,USA,10600000000000.0,North America,founder non-finance,1.5,Non-Traded Sectors,True,Media,not inherited,True,True
582,Henry Yuen,336,2001,1986,Gemstar-TV Guide International,founder,communication,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.5,Non-Traded Sectors,True,Media,not inherited,True,True
583,John Sobrato,336,2001,1979,Sobrato Organization,founder,real estate,new,61,male,United States,USA,10600000000000.0,North America,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True
584,Kenneth Troutt,336,2001,1988,Excel Communications,founder,communication,new,53,male,United States,USA,10600000000000.0,North America,founder non-finance,1.5,Non-Traded Sectors,True,Media,not inherited,True,True
585,Kim Magness,336,2001,1968,TeleCommunications Inc,relation,communication,new,0,male,United States,USA,10600000000000.0,North America,inherited,1.5,Non-Traded Sectors,True,Media,father,True,True
586,Laurance Rockefeller,336,2001,1870,Standard Oil,relation,raw materials,new,90,male,United States,USA,10600000000000.0,North America,inherited,1.5,Resource Related,True,Mining and metals,3rd generation,True,True
